OCCSCHEME,OCCTYPE,OCCDESC,PSOLD_RG,PSOLD_Description,Effective,Expiration
NAICS,424690,Other Chemical and Allied Products Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424710,Petroleum Bulk Stations and Terminals,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424810,Beer and Ale Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424910,Farm Supplies Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424920,"Book, Periodical, and Newspaper Merchant Wholesalers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424930,"Flower, Nursery Stock, and Florists Supplies Merchant Wholesalers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424940,Tobacco and Tobacco Product Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424950,"Paint, Varnish, and Supplies Merchant Wholesalers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,425110,Business to Business Electronic Markets,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,425120,Wholesale Trade Agents and Brokers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,441110,New Car Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,441120,Used Car Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,441210,Recreational Vehicle Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,441221,Motorcycle Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,441222,Boat Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,441229,All Other Motor Vehicle Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,441310,Automotive Parts and Accessories Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,441320,Tire Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,442110,Furniture Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,442210,Floor Covering Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,442291,Window Treatment Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,442299,All Other Home Furnishings Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,443111,Household Appliance Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,443112,"Radio, Television, and Other Electronics Stores",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,443120,Computer and Software Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,443130,Camera and Photographic Supplies Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,444110,Home Centers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,444120,Paint and Wallpaper Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,444130,Hardware Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,444190,Other Building Material Dealers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,444210,Outdoor Power Equipment Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,444220,"Nursery, Garden Center, and Farm Supply Stores",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445110,Supermarkets and Other Grocery (except Convenience) Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445120,Convenience Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445210,Meat Markets,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445220,Fish and Seafood Markets,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445230,Fruit and Vegetable Markets,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445291,Baked Goods Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445292,Confectionery and Nut Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445299,All Other Specialty Food Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,445310,"Beer, Wine, and Liquor Stores",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,446110,Pharmacies and Drug Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,446130,Optical Goods Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,446191,Food (Health) Supplement Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,446199,All Other Health and Personal Care Stores,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,447110,Gasoline Stations with Convenience Stores,17,Gasoline Stations,1/1/2019,12/31/2099
NAICS,447190,Other Gasoline Stations,17,Gasoline Stations,1/1/2019,12/31/2099
NAICS,488320,Marine Cargo Handling,39,All (excluding HPR),1/1/2019,12/31/2099
NAICS,488330,Navigational Services to Shipping,39,All (excluding HPR),1/1/2019,12/31/2099
NAICS,488390,Other Support Activities for Water Transportation,39,All (excluding HPR),1/1/2019,12/31/2099
NAICS,488410,Motor Vehicle Towing,14,Offices and Banks,1/1/2019,12/31/2099
NAICS,488490,Other Support Activities for Road Transportation,39,All (excluding HPR),1/1/2019,12/31/2099
NAICS,488510,Freight Transportation Arrangement,39,All (excluding HPR),1/1/2019,12/31/2099
NAICS,488991,Packing and Crating,21,Personal and Repair Services,1/1/2019,12/31/2099
NAICS,488999,All Other Support Activities for Transportation,21,Personal and Repair Services,1/1/2019,12/31/2099
NAICS,491110,Postal Service,11,Government Services,1/1/2019,12/31/2099
NAICS,334112,Computer Storage Device Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334113,Computer Terminal Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334119,Other Computer Peripheral Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334210,Telephone Apparatus Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334290,Other Communications Equipment Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334310,Audio and Video Equipment Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334411,Electron Tube Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334412,Bare Printed Circuit Board Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334413,Semiconductor and Related Device Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334414,Electronic Capacitor Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334415,Electronic Resistor Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334416,"Electronic Coil, Transformer, and Other Inductor Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334417,Electronic Connector Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334419,Other Electronic Component Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334514,Totalizing Fluid Meter and Counting Device Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334516,Analytical Laboratory Instrument Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334517,Irradiation Apparatus Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334518,"Watch, Clock, and Part Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334519,Other Measuring and Controlling Device Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334611,Software Reproducing,14,Offices and Banks,1/1/2019,12/31/2099
NAICS,334612,"Prerecorded Compact Disc (except Software), Tape, and Record Reproducing",32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,334613,Magnetic and Optical Recording Media Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335110,Electric Lamp Bulb and Part Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335121,Residential Electric Lighting Fixture Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335129,Other Lighting Equipment Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335211,Electric Housewares and Household Fan Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335212,Household Vacuum Cleaner Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335221,Household Cooking Appliance Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335222,Household Refrigerator and Home Freezer Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335224,Household Laundry Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335228,Other Major Household Appliance Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335311,"Power, Distribution, and Specialty Transformer Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,337214,Office Furniture (except Wood) Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,337910,Mattress Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,337920,Blind and Shade Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339111,Laboratory Apparatus and Furniture Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339112,Surgical and Medical Instrument Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339113,Surgical Appliance and Supplies Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339114,Dental Equipment and Supplies Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339115,Ophthalmic Goods Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339116,Dental Laboratories,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
NAICS,339911,Jewelry (except Costume) Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339912,Silverware and Hollowware Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339913,Jewelers Material and Lapidary Work Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339914,Costume Jewelry and Novelty Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339920,Sporting and Athletic Goods Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339931,Doll and Stuffed Toy Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339932,"Game, Toy, and Childrens Vehicle Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339941,Pen and Mechanical Pencil Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339942,Lead Pencil and Art Good Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339943,Marking Device Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339944,Carbon Paper and Inked Ribbon Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339950,Sign Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339991,"Gasket, Packing, and Sealing Device Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339992,Musical Instrument Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339993,"Fastener, Button, Needle, and Pin Manufacturing",32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339994,"Broom, Brush, and Mop Manufacturing",32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339995,Burial Casket Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,339999,All Other Miscellaneous Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423130,Tire and Tube Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423140,Motor Vehicle Parts (Used) Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423210,Furniture Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423220,Home Furnishing Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423390,Other Construction Material Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423410,Photographic Equipment and Supplies Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423420,Office Equipment Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423440,Other Commercial Equipment Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423460,Ophthalmic Goods Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423490,Other Professional Equipment and Supplies Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423510,Metal Service Centers and Other Metal Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423520,Coal and Other Mineral and Ore Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant  Wholesalers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423620,"Electrical and Electronic Appliance, Television, and Radio Set Merchant Wholesalers",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423690,Other Electronic Parts and Equipment Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423710,Hardware Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423830,Industrial Machinery and Equipment Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423840,Industrial Supplies Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NAICS,332323,Ornamental and Architectural Metal Work Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332410,Power Boiler and Heat Exchanger Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332420,Metal Tank (Heavy Gauge) Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332431,Metal Can Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332439,Other Metal Container Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332510,Hardware Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332611,Spring (Heavy Gauge) Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332612,Spring (Light Gauge) Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332618,Other Fabricated Wire Product Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332710,Machine Shops,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332721,Precision Turned Product Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332811,Metal Heat Treating,29,General Indu/Metal Manufacturing,1/1/2019,12/31/2099
NAICS,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",29,General Indu/Metal Manufacturing,1/1/2019,12/31/2099
NAICS,332911,Industrial Valve Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332912,Fluid Power Valve and Hose Fitting Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332913,Plumbing Fixture Fitting and Trim Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332919,Other Metal Valve and Pipe Fitting Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332991,Ball and Roller Bearing Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332992,Small Arms Ammunition Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332993,Ammunition (except Small Arms) Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332994,Small Arms Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332995,Other Ordnance and Accessories Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332996,Fabricated Pipe and Pipe Fitting Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332997,Industrial Pattern Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332998,Enameled Iron and Metal Sanitary Ware Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333111,Farm Machinery and Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333120,Construction Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333131,Mining Machinery and Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333132,Oil and Gas Field Machinery and Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333210,Sawmill and Woodworking Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333220,Plastics and Rubber Industry Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333291,Paper Industry Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333292,Textile Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333293,Printing Machinery and Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333294,Food Product Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333295,Semiconductor Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333298,All Other Industrial Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333311,Automatic Vending Machine Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333313,Office Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333314,Optical Instrument and Lens Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333315,Photographic and Photocopying Equipment Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333319,Other Commercial and Service Industry Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333411,Air Purification Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333412,Industrial and Commercial Fan and Blower Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333511,Industrial Mold Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333512,Machine Tool (Metal Cutting Types) Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333513,Machine Tool (Metal Forming Types) Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333515,Cutting Tool and Machine Tool Accessory Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333516,Rolling Mill Machinery and Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333518,Other Metalworking Machinery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333611,Turbine and Turbine Generator Set Units Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333613,Mechanical Power Transmission Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333618,Other Engine Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333911,Pump and Pumping Equipment Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,333912,Air and Gas Compressor Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335312,Motor and Generator Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335313,Switchgear and Switchboard Apparatus Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335314,Relay and Industrial Control Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335911,Storage Battery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335912,Primary Battery Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335921,Fiber Optic Cable Manufacturing,29,General Indu/Metal Manufacturing,1/1/2019,12/31/2099
NAICS,335929,Other Communication and Energy Wire Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335931,Current-Carrying Wiring Device Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335932,Noncurrent-Carrying Wiring Device Manufacturing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335991,Carbon and Graphite Product Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NAICS,336111,Automobile Manufacturing,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
